district,transaction_type,land_shift_area,urban_land_use,main_use,main_building_material,complete_year,building_shift_total_area,num_room,num_hall,num_toilet,num_partition,management_org,total_ntd,unit_ntd,carpark_category,carpark_shift_area,carpark_ntd,transaction_year,transaction_month,building_age,number_of_land,number_of_building,number_of_carpark
Zhongshan Area,Premises (land + building),23.75,Address,Resident,Reinforced concrete construction,65.0,67.6,3,2,1,有,無,17400000.0,257396.44970414203,Not Applicable,0.0,0,2019,11,1954.0,1,1,0
Wenshan District,Premises (land + building) + parking space,49.85,Address,Resident,Reinforced concrete construction,89.0,263.59,5,2,3,有,有,29580000.0,112219.73519481013,Ramp plane,88.26,5000000,2019,11,1930.0,1,1,2
Wenshan District,Premises (land + building),19.46,Address,Resident,Reinforced concrete construction,85.0,101.0,3,2,1,有,有,15800000.0,156435.64356435643,Not Applicable,0.0,0,2019,12,1934.0,1,1,0
Zhongzheng District,Premises (land + building),26.0,Address,Resident,Reinforced concrete construction,72.0,140.82999999999998,4,2,1,有,有,16800000.0,119292.76432578287,Not Applicable,0.0,0,2019,11,1947.0,1,1,0
Zhongzheng District,Premises (land + building),32.0,Address,Resident,Reinforced concrete construction,68.0,85.07,3,2,2,有,無,20500000.0,240978.01810273895,Not Applicable,0.0,0,2019,10,1951.0,1,1,0
Daan District,Land,17.36,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1242114.0,71550.34562211981,Not Applicable,0.0,0,2019,11,2019.0,3,0,0
Daan District,Land,17.36,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,1242114.0,71550.34562211981,Not Applicable,0.0,0,2019,11,2019.0,3,0,0
Daan District,Premises (land + building),27.25,Address,Resident,Reinforced concrete construction,75.0,153.34,3,2,2,有,無,28000000.0,182600.7564888483,Not Applicable,0.0,0,2019,12,1944.0,2,1,0
Daan District,Premises (land + building),7.69,Address,Resident,Reinforced concrete construction,98.0,40.72,0,0,0,無,有,12000000.0,294695.4813359529,Not Applicable,0.0,0,2019,12,1921.0,1,1,0
Beitou,Premises (land + building) + parking space,60.26,Address,Resident,Reinforced concrete construction,106.0,341.17,0,0,0,無,有,63870000.0,187208.72292405544,Ramp plane,36.79,2100000,2019,10,1913.0,1,1,1
Beitou,Premises (land + building) + parking space,56.26,Address,Resident,Reinforced concrete construction,106.0,320.59000000000003,0,0,0,無,有,59670000.0,186125.5809601048,Ramp plane,36.79,2100000,2019,10,1913.0,1,1,1
Beitou,Premises (land + building) + parking space,60.43,Address,Resident,Reinforced concrete construction,106.0,377.95000000000005,3,2,3,有,有,66320000.0,175472.94615689904,Ramp plane,73.58,3600000,2019,10,1913.0,1,1,2
Beitou,Premises (land + building) + parking space,53.79,Address,Resident,Reinforced concrete construction,106.0,308.89,0,0,0,無,有,50800000.0,164459.84007251772,Ramp plane,36.79,2050000,2019,11,1913.0,1,1,1
Beitou,Premises (land + building) + parking space,56.26,Address,Resident,Reinforced concrete construction,106.0,320.55,0,0,0,無,有,59660000.0,186117.61035719854,Ramp plane,36.79,2100000,2019,10,1913.0,1,1,1
shihlin,Garage,1.4,Quotient,See other registration items,Reinforced concrete construction,104.0,96.53999999999999,0,0,0,有,有,5400000.0,55935.363579863275,Ramp plane,96.54,5400000,2019,08,1915.0,0,0,3
shihlin,Premises (land + building),30.36,Address,Resident,Reinforced concrete construction,72.0,116.22999999999999,0,0,0,無,無,15700000.0,135077.00249505293,Not Applicable,0.0,0,2019,11,1947.0,1,1,0
shihlin,Premises (land + building),26.25,Address,Resident,Reinforced concrete construction,61.0,82.97,4,0,4,有,無,16180000.0,195010.24466674702,Not Applicable,0.0,0,2019,12,1958.0,1,1,0
Beitou,Premises (land + building) + parking space,33.43,Address,Resident,Reinforced concrete construction,102.0,148.14999999999998,3,2,2,有,有,17280000.0,116638.54201822479,Tower parking,0.0,0,2019,12,1917.0,1,1,1
shihlin,Premises (land + building),38.72,Address,Resident,Reinforced concrete construction,75.0,145.23000000000002,4,2,2,有,無,24000000.0,165255.11258004542,Not Applicable,0.0,0,2019,12,1944.0,1,1,0
Zhongshan Area,Premises (land + building),4.83,Quotient,Resident,Reinforced concrete construction,92.0,43.69,1,1,1,有,有,8300000.0,189974.82261387046,Not Applicable,0.0,0,2019,11,1927.0,1,1,0
Xinyi District,Premises (land + building),31.75,Address,Resident,Reinforced concrete construction,61.0,85.36,2,2,2,有,無,13000000.0,152296.15745079663,Not Applicable,0.0,0,2019,11,1958.0,1,1,0
Songshan District,Premises (land + building),18.52,Quotient,See other registration items,Reinforced concrete construction,72.0,138.07,3,2,2,有,有,22000000.0,159339.46548852033,Not Applicable,0.0,0,2019,11,1947.0,1,1,0
Songshan District,Premises (land + building),44.96,Address,Resident,Reinforced concrete construction,79.0,147.26,3,2,2,有,無,25500000.0,173163.11286160533,Not Applicable,0.0,0,2019,11,1940.0,1,1,0
Xinyi District,Premises (land + building) + parking space,15.28,Address,For commercial use,Steel reinforced concrete construction,82.0,236.33,3,2,2,有,有,43920000.0,185841.83133753648,Ramp plane,40.36,0,2019,11,1937.0,1,1,1
Nangang District,Premises (land + building) + parking space,16.88,Other,Resident,Reinforced concrete construction,98.0,136.24,2,2,1,有,有,21400000.0,157075.7486788021,Ramp machinery,16.53,0,2019,12,1921.0,1,1,2
Xinyi District,Premises (land + building),23.41,Address,See other registration items,Reinforced concrete construction,80.875,107.13000000000001,3,2,2,有,有,19000000.0,177354.61588723978,Not Applicable,0.0,0,2019,07,1938.125,2,1,0
Songshan District,Premises (land + building),48.15,Address,See other registration items,Reinforced concrete construction,95.0,195.75,3,2,2,有,有,28600000.0,146104.72541507025,Not Applicable,0.0,0,2019,11,1924.0,1,1,0
Xinyi District,Premises (land + building),13.67,Address,Resident,Reinforced concrete construction,79.0,74.47,2,2,1,有,無,14160000.0,190143.6820196052,Not Applicable,0.0,0,2019,10,1940.0,1,1,0
Xinyi District,Premises (land + building),26.25,Address,Resident,Reinforced concrete construction,76.0,157.0,4,2,2,有,無,36500000.0,232484.07643312102,Not Applicable,0.0,0,2019,12,1943.0,1,1,0
Songshan District,Premises (land + building),64.03,Address,Resident,Reinforced concrete construction,77.0,221.51,3,2,2,有,有,59750000.0,269739.5151460431,Not Applicable,0.0,0,2019,11,1942.0,1,1,0
Songshan District,Premises (land + building),37.2,Address,Resident,Reinforced concrete construction,72.0,105.53999999999999,3,2,2,有,無,17400000.0,164866.4013644116,Not Applicable,0.0,0,2019,11,1947.0,1,1,0
Songshan District,Premises (land + building),38.67,Address,Resident,Reinforced concrete construction,76.25,156.9,4,2,2,有,無,28600000.0,182281.7080943276,Not Applicable,0.0,0,2019,11,1942.75,1,1,0
Nangang District,Premises (land + building),36.85,Quotient,See license,Reinforced concrete construction,74.0,165.6,3,2,1,有,無,18100000.0,109299.51690821256,Not Applicable,0.0,0,2019,11,1945.0,1,1,0
Songshan District,Premises (land + building),37.5,Address,Resident,Reinforced concrete construction,63.8235294117647,94.05,3,2,1,有,無,19800000.0,210526.31578947368,Not Applicable,0.0,0,2019,11,1955.1764705882354,1,1,0
Datong District,Premises (land + building),16.24,Address,Resident,Reinforced concrete construction,108.0,78.61,2,2,1,有,有,16970000.0,215875.84276809567,Not Applicable,0.0,0,2019,09,1911.0,1,1,0
Datong District,Premises (land + building),19.32,Address,Resident,Reinforced concrete construction,108.0,93.55000000000001,2,2,1,有,有,18660000.0,199465.5264564404,Not Applicable,0.0,0,2019,08,1911.0,1,1,0
Datong District,Premises (land + building),9.72,Address,Resident,Reinforced concrete construction,108.0,47.09,1,1,1,有,有,10400000.0,220853.68443406242,Not Applicable,0.0,0,2019,09,1911.0,1,1,0
Datong District,Premises (land + building),7.55,Address,Resident,Reinforced concrete construction,108.0,36.57,1,1,1,有,有,7850000.0,214656.82253213017,Not Applicable,0.0,0,2019,09,1911.0,1,1,0
Datong District,Premises (land + building) + parking space,19.32,Address,Resident,Reinforced concrete construction,108.0,141.49,2,2,1,有,有,20600000.0,145593.32815039932,Lifting plane,47.94,2500000,2019,10,1911.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,70.85,Address,Resident,Reinforced concrete construction,96.0,406.73,2,2,2,有,有,127380000.0,313180.73414796055,Ramp plane,103.44,9000000,2019,10,1923.0,1,1,3
Neihu District,Premises (land + building),6.81,Quotient,For commercial use,Reinforced concrete construction,85.0,43.46,1,1,1,有,有,6150000.0,141509.43396226416,Not Applicable,0.0,0,2019,12,1934.0,1,1,0
Zhongshan Area,Premises (land + building),36.25,Quotient,See other registration items,Strengthen brickwork,61.083333333333336,111.26,3,2,2,有,無,16000000.0,143807.2982203847,Not Applicable,0.0,0,2019,12,1957.9166666666667,1,1,0
Zhongshan Area,Premises (land + building),4.0,Quotient,Resident,Reinforced concrete construction,68.0,32.120000000000005,0,0,0,無,有,3595000.0,111924.03486924033,Not Applicable,0.0,0,2019,11,1951.0,1,1,0
Neihu District,Land,15.82,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,88704.0,5607.079646017699,Not Applicable,0.0,0,2019,12,2019.0,3,0,0
Neihu District,Premises (land + building),21.4,Address,For commercial use,Reinforced concrete construction,66.0,93.44,3,2,1,有,無,11000000.0,117722.60273972603,Not Applicable,0.0,0,2019,12,1953.0,1,1,0
Zhongshan Area,Premises (land + building),39.0,Quotient,Resident,Reinforced concrete construction,64.0,110.66,5,2,3,有,無,19500000.0,176215.43466473886,Not Applicable,0.0,0,2019,10,1955.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,34.65,Other,See other registration items,See other registration items,104.0,199.52,0,0,0,無,有,80700000.0,404470.7297514033,Ramp plane,23.19,1500000,2019,11,1915.0,1,1,1
Zhongshan Area,Premises (land + building) + parking space,36.37,Other,See other registration items,See other registration items,104.0,226.55,0,0,0,無,有,79300000.0,350033.1052747738,Ramp plane,46.38,3000000,2019,11,1915.0,1,1,2
Zhongshan Area,Building,0.0,Others,For commercial use,Reinforced concrete construction,88.0,180.93,2,3,2,有,有,14118000.0,78030.17741668048,Ramp plane,47.18,0,2019,11,1931.0,0,2,2
Neihu District,Premises (land + building) + parking space,37.99,Address,Resident,Reinforced concrete construction,98.0,251.1,3,2,2,有,有,58980000.0,234886.49940262843,Ramp plane,26.76,3000000,2019,10,1921.0,2,1,1
Neihu District,Premises (land + building),36.58,Address,Resident,Reinforced concrete construction,98.0,224.3,3,1,1,有,有,55900000.0,249219.79491752115,Not Applicable,0.0,0,2019,10,1921.0,2,1,0
Neihu District,Premises (land + building),24.98,Address,Resident,Reinforced concrete construction,93.0,83.33,2,2,1,有,有,16380000.0,196567.86271450858,Not Applicable,0.0,0,2019,10,1926.0,1,1,0
Zhongshan Area,Premises (land + building),2.52,Quotient,Resident,Reinforced concrete construction,65.0,6.78,0,0,0,無,有,3500000.0,516224.18879056047,Not Applicable,0.0,0,2019,12,1954.0,1,1,0
Neihu District,Premises (land + building),21.37,work,See other registration items,Reinforced concrete construction,98.0,115.49000000000001,0,0,0,無,有,11168000.0,96701.01307472508,Not Applicable,0.0,0,2019,11,1921.0,1,1,0
Neihu District,Premises (land + building) + parking space,36.23,Other,Resident,Reinforced concrete construction,99.0,274.27,4,2,2,有,有,46470000.0,169431.58201771977,Ramp plane,27.18,0,2019,09,1920.0,1,1,1
Zhongshan Area,Premises (land + building),30.79,Other,For commercial use,Reinforced concrete construction,61.0,265.42,2,1,0,有,有,45000000.0,169542.61170974304,Not Applicable,0.0,0,2019,12,1958.0,11,1,0
Zhongshan Area,Premises (land + building),7.53,Quotient,For commercial use,Reinforced concrete construction,75.0,40.6,1,1,1,有,有,7000000.0,172413.79310344826,Not Applicable,0.0,0,2019,11,1944.0,1,1,0
Neihu District,Premises (land + building),23.41,Address,Resident,Reinforced concrete construction,86.0,81.9,2,2,1,有,有,16900000.0,206349.20634920633,Not Applicable,0.0,0,2019,11,1933.0,1,1,0
Zhongshan Area,Premises (land + building),32.39,Address,Resident,Reinforced concrete construction,70.0,114.01,3,2,2,有,無,23000000.0,201736.68976405577,Not Applicable,0.0,0,2019,11,1949.0,1,1,0
Neihu District,Premises (land + building) + parking space,41.32,Address,Resident,Reinforced concrete construction,79.0,164.13,3,2,2,有,有,20000000.0,121854.62742947663,Ramp plane,36.36,0,2019,12,1940.0,1,1,1
Neihu District,Premises (land + building),41.41,Address,See license,Reinforced concrete construction,86.0,202.58,1,1,1,有,有,25000000.0,123408.03633132589,Not Applicable,0.0,0,2019,11,1933.0,1,1,0
Neihu District,Premises (land + building),39.35,Address,Resident,Reinforced concrete construction,70.0,88.36999999999999,3,2,1,有,無,14880000.0,168382.93538531178,Not Applicable,0.0,0,2019,10,1949.0,1,1,0
Neihu District,Premises (land + building),31.48,Address,Resident,Reinforced concrete construction,80.0,111.92999999999999,3,2,2,有,無,26000000.0,232288.03716608597,Not Applicable,0.0,0,2019,12,1939.0,1,1,0
Neihu District,Premises (land + building),39.86,Address,Resident,Reinforced concrete construction,76.0,112.32000000000001,3,2,2,有,無,15800000.0,140669.51566951565,Not Applicable,0.0,0,2019,12,1943.0,1,1,0
Zhongshan Area,Premises (land + building),20.4,Quotient,Resident,Reinforced concrete construction,67.0,88.07,3,2,1,有,無,13000000.0,147609.85579652552,Not Applicable,0.0,0,2019,12,1952.0,1,1,0
Neihu District,Garage,7.22,Address,See license,Reinforced concrete construction,78.0,25.34,0,0,0,有,無,2800000.0,110497.23756906077,Ramp plane,0.0,2800000,2019,12,1941.0,0,0,1
Datong District,Premises (land + building),30.33,Quotient,See other registration items,Strengthen brickwork,64.57142857142857,89.0,4,3,1,有,無,9600000.0,107865.16853932584,Not Applicable,0.0,0,2019,11,1954.4285714285713,2,1,0
Datong District,Garage,0.75,Quotient,See other registration items,Reinforced concrete construction,97.0,13.82,0,0,0,有,無,750000.0,54269.17510853835,Other,13.82,750000,2019,12,1922.0,0,0,1
Wanhua District,Premises (land + building),4.35,Quotient,Resident,See other registration items,105.0,68.71000000000001,2,1,1,有,有,12000000.0,174647.06738466016,Not Applicable,0.0,0,2019,11,1914.0,1,1,0
Datong District,Premises (land + building),109.0,Address,See other registration items,Strengthen brickwork,0.0,201.59,0,0,0,無,無,72000000.0,357160.5734411429,Not Applicable,0.0,0,2019,09,2019.0,1,1,0
Wanhua District,Building,0.0,Others,Resident,Reinforced concrete construction,62.0,79.22,4,0,1,有,無,7500000.0,94673.0623579904,Not Applicable,0.0,0,2019,10,1957.0,0,1,0
Wanhua District,Premises (land + building),4.23,Quotient,Resident,Reinforced concrete construction,69.0,44.08,1,1,1,有,有,5350000.0,121370.23593466425,Not Applicable,0.0,0,2019,11,1950.0,1,1,0
Wenshan District,Premises (land + building),27.07,Address,See other registration items,Reinforced concrete construction,102.0,117.74,2,2,2,有,有,23880000.0,202819.77237981994,Not Applicable,0.0,0,2019,11,1917.0,1,1,0
Wenshan District,Premises (land + building),40.75,Address,Resident,Strengthen brickwork,62.0625,99.28,4,2,2,有,無,9520000.0,95890.4109589041,Not Applicable,0.0,0,2019,10,1956.9375,1,1,0
Wenshan District,Premises (land + building) + parking space,22.49,Address,Resident,Reinforced concrete construction,94.0,129.47,3,2,1,有,有,16080000.0,124198.65605931876,Ramp plane,37.89,0,2019,10,1925.0,1,1,1
Wenshan District,Premises (land + building),52.02,Address,See other registration items,Reinforced concrete construction,72.0,82.14,2,2,1,有,有,10000000.0,121743.36498660823,Not Applicable,0.0,0,2019,12,1947.0,1,1,0
Wenshan District,Premises (land + building) + parking space,33.02,Address,Resident,Steel reinforced concrete construction,96.0,225.24,4,2,2,有,有,38000000.0,168708.93269401527,Ramp plane,39.36,0,2019,11,1923.0,1,1,1
Zhongzheng District,Premises (land + building),35.8,Address,Resident,Reinforced concrete construction,69.0,135.26,3,2,2,有,無,16000000.0,118290.69939376018,Not Applicable,0.0,0,2019,11,1950.0,4,1,0
Wenshan District,Premises (land + building),9.3,Quotient,Resident,Reinforced concrete construction,104.0,33.91,1,1,1,有,有,6500000.0,191683.86906517253,Not Applicable,0.0,0,2019,10,1915.0,2,1,0
Zhongzheng District,Premises (land + building),88.49,Address,Resident,Reinforced concrete construction,71.0,371.34,0,0,0,無,有,160000000.0,430871.97716378525,Not Applicable,0.0,0,2019,11,1948.0,2,5,0
Zhongzheng District,Premises (land + building),5.18,Quotient,See other registration items,See other registration items,108.0,58.31999999999999,1,1,1,有,無,18280000.0,313443.072702332,Not Applicable,0.0,0,2019,11,1911.0,2,1,0
Wenshan District,Premises (land + building),21.21,Address,Resident,Reinforced concrete construction,62.0625,70.48,3,2,1,有,無,10000000.0,141884.22247446084,Not Applicable,0.0,0,2019,09,1956.9375,3,1,0
Wenshan District,Land,28.49,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,有,10680000.0,374868.3748683749,Not Applicable,0.0,0,2017,10,2017.0,1,0,0
Wenshan District,Premises (land + building) + parking space,35.61,Address,Resident,Reinforced concrete construction,99.0,180.12,3,2,2,有,有,26000000.0,144348.21230290917,Ramp plane,0.0,0,2019,12,1920.0,1,1,1
Wenshan District,Premises (land + building),5.82,Other,Resident,Reinforced concrete construction,84.0,38.24,1,1,1,有,有,6600000.0,172594.14225941422,Not Applicable,0.0,0,2019,11,1935.0,1,1,0
Zhongzheng District,Premises (land + building),52.25,Address,Resident,Reinforced concrete construction,52.0,114.71,11,0,5,有,無,23680000.0,206433.6152035568,Not Applicable,0.0,0,2019,11,1967.0,2,1,0
Wenshan District,Land,1019.0,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,5600000.0,5495.58390578999,Not Applicable,0.0,0,2019,11,2019.0,1,0,0
Wenshan District,Premises (land + building),24.07,Quotient,See license,Reinforced concrete construction,71.0,160.02,4,1,2,有,有,20000000.0,124984.37695288088,Not Applicable,0.0,0,2019,10,1948.0,4,1,0
Zhongzheng District,Land,4.0,Address,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,2420000.0,605000.0,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Wanhua District,Premises (land + building),50.0,Address,See other registration items,Strengthen brickwork,0.0,58.72,3,2,2,有,無,14210000.0,241995.9128065395,Not Applicable,0.0,0,2019,11,2019.0,1,1,0
Wanhua District,Premises (land + building),27.09,Address,Resident,Reinforced concrete construction,71.0,115.30000000000001,3,2,2,有,有,16200000.0,140503.03555941023,Not Applicable,0.0,0,2019,11,1948.0,1,1,0
Wanhua District,Premises (land + building) + parking space,19.09,Quotient,See other registration items,Reinforced concrete construction,104.0,190.64,3,2,2,有,有,27270000.0,143044.48174569872,Ramp plane,38.76,0,2019,10,1915.0,1,1,1
Wanhua District,Premises (land + building) + parking space,9.34,Quotient,Resident,Reinforced concrete construction,108.0,115.03999999999999,2,2,2,有,無,16200000.0,140820.58414464534,Ramp machinery,27.98,1800000,2019,11,1911.0,1,1,1
Datong District,Premises (land + building) + parking space,16.4,Quotient,See other registration items,Reinforced concrete construction,105.0,167.31,0,0,0,無,有,35000000.0,209192.51688482458,Other,8.28,0,2019,10,1914.0,1,1,1
Datong District,Premises (land + building) + parking space,16.4,Quotient,See other registration items,Reinforced concrete construction,105.0,167.31,0,0,0,無,有,36000000.0,215169.4459386767,Other,8.28,0,2019,09,1914.0,1,1,1
Zhongshan Area,Premises (land + building),2.67,Quotient,Resident,Reinforced concrete construction,70.0,35.14,0,0,0,無,有,4880000.0,138873.07911212294,Not Applicable,0.0,0,2019,11,1949.0,1,1,0
Zhongshan Area,Premises (land + building),48.5,Quotient,Resident,Reinforced concrete construction,64.0,123.18,3,2,2,有,無,18100000.0,146939.43822049032,Not Applicable,0.0,0,2019,11,1955.0,1,1,0
Zhongshan Area,Premises (land + building),2.85,Quotient,Resident,Reinforced concrete construction,74.0,33.45,1,1,1,有,有,4300000.0,128550.07473841554,Not Applicable,0.0,0,2019,12,1945.0,1,1,0
Zhongshan Area,Premises (land + building) + parking space,8.73,Quotient,For commercial use,Reinforced concrete construction,85.0,75.9,1,1,1,有,有,10940000.0,144137.02239789194,Lifting machinery,0.0,0,2019,12,1934.0,1,1,1
Zhongshan Area,Garage,0.18,Quotient,See other registration items,Not Applicable,0.0,35.51,0,0,0,有,有,2750000.0,77442.97381019432,Ramp plane,35.51,2750000,2019,12,2019.0,0,0,1
Zhongshan Area,Premises (land + building),29.57,Other,Resident,Reinforced concrete construction,73.0,142.04,4,2,2,有,無,27200000.0,191495.3534215714,Not Applicable,0.0,0,2019,09,1946.0,1,1,0
Neihu District,Premises (land + building) + parking space,31.11,Other,See other registration items,Reinforced concrete construction,105.0,216.24,0,0,0,無,有,41700000.0,192841.28745837958,Ramp plane,52.5,2700000,2019,10,1914.0,1,1,1
Neihu District,Land,611.74,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,4800000.0,7846.470722856116,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Neihu District,Premises (land + building) + parking space,40.84,Address,Resident,Reinforced concrete construction,103.0,286.24,3,2,2,有,有,63000000.0,220095.02515371714,Other,65.4,9000000,2019,10,1916.0,2,1,4
Zhongshan Area,Premises (land + building) + parking space,18.79,Address,Resident,Reinforced concrete construction,108.0,193.31,3,2,2,有,有,36880000.0,190781.64606073147,Ramp plane,76.08,5400000,2019,12,1911.0,2,1,2
Zhongshan Area,Premises (land + building) + parking space,19.07,Address,Resident,Reinforced concrete construction,108.0,155.0,3,2,2,有,有,33350000.0,215161.29032258064,Ramp plane,38.04,2600000,2019,12,1911.0,2,1,1
Zhongshan Area,Premises (land + building) + parking space,19.07,Address,Resident,Reinforced concrete construction,108.0,155.0,3,2,2,有,有,33880000.0,218580.64516129033,Ramp plane,38.04,2700000,2019,12,1911.0,2,1,1
Zhongshan Area,Premises (land + building) + parking space,11.63,Address,Resident,Reinforced concrete construction,108.0,110.25,2,1,1,有,有,21000000.0,190476.19047619047,Ramp plane,38.04,2700000,2019,12,1911.0,2,1,1
Zhongshan Area,Premises (land + building) + parking space,15.06,Address,Resident,Reinforced concrete construction,108.0,134.0,3,2,1,有,有,27030000.0,201716.41791044775,Ramp plane,38.04,2700000,2019,12,1911.0,2,1,1
Zhongshan Area,Premises (land + building) + parking space,18.1,Address,Resident,Reinforced concrete construction,108.0,152.55,3,2,2,有,有,35640000.0,233628.31858407077,Ramp plane,35.12,2600000,2019,12,1911.0,2,1,1
Zhongshan Area,Premises (land + building),14.5,Address,Resident,Reinforced concrete construction,108.0,95.62,3,2,1,有,有,24580000.0,257059.19263752352,Not Applicable,0.0,0,2019,12,1911.0,2,1,0
Zhongshan Area,Premises (land + building) + parking space,15.02,Address,Resident,Reinforced concrete construction,108.0,133.66000000000003,3,2,1,有,有,27380000.0,204848.12210085287,Ramp plane,38.04,2700000,2019,12,1911.0,2,1,1
Zhongshan Area,Premises (land + building) + parking space,14.19,Address,Resident,Reinforced concrete construction,108.0,125.78,2,1,1,有,有,28170000.0,223962.4741612339,Ramp plane,38.04,2600000,2019,12,1911.0,2,1,1
Neihu District,Premises (land + building) + parking space,95.04,Address,Resident,Reinforced concrete construction,85.0,352.21,0,0,0,無,有,62880000.0,178529.85434825814,Ramp plane,70.14,0,2019,11,1934.0,5,1,2
Zhongshan Area,Premises (land + building),8.3,Quotient,For commercial use,Reinforced concrete construction,85.0,80.71,2,2,1,有,有,15000000.0,185850.57613678603,Not Applicable,0.0,0,2019,11,1934.0,1,3,0
Wanhua District,Premises (land + building) + parking space,28.82,Address,Resident,Reinforced concrete construction,105.0,231.27,3,2,3,有,有,37800000.0,163445.3236476845,Ramp plane,26.9,0,2019,11,1914.0,1,1,1
Datong District,Premises (land + building),81.75,Address,See other registration items,Strengthen brickwork,0.0,129.06,5,4,2,有,無,34000000.0,263443.3596776693,Not Applicable,0.0,0,2019,11,2019.0,1,1,0
Wanhua District,Premises (land + building),13.33,Address,See other registration items,Strengthen brickwork,0.0,38.16,1,1,1,有,無,4780000.0,125262.05450733754,Not Applicable,0.0,0,2019,11,2019.0,1,1,0
Songshan District,Premises (land + building),3.62,Quotient,Resident,Reinforced concrete construction,97.0,36.39,1,1,1,有,有,7800000.0,214344.60016488045,Not Applicable,0.0,0,2019,12,1922.0,1,1,0
Xinyi District,Premises (land + building),24.16,Address,Resident,Reinforced concrete construction,78.0,98.2,3,2,2,有,有,11900000.0,121181.26272912424,Not Applicable,0.0,0,2019,11,1941.0,1,1,0
Nangang District,Premises (land + building) + parking space,34.8,Other,Resident,Reinforced concrete construction,102.0,252.18,3,2,2,有,有,36600000.0,145134.42778967402,Ramp plane,51.95,0,2019,09,1917.0,1,1,1
Xinyi District,Premises (land + building) + parking space,33.28,Address,Resident,Reinforced concrete construction,100.0,148.07999999999998,3,2,2,有,無,26160000.0,176661.26418152353,Tower parking,8.6,0,2019,10,1919.0,1,1,1
Xinyi District,Premises (land + building),9.49,Address,Resident,Reinforced concrete construction,95.0,44.13,1,1,1,有,有,9850000.0,223204.16949920688,Not Applicable,0.0,0,2019,12,1924.0,2,1,0
Xinyi District,Premises (land + building),32.5,Address,See other registration items,Strengthen brickwork,62.325,77.96,3,2,1,有,無,10500000.0,134684.45356593127,Not Applicable,0.0,0,2019,12,1956.675,1,1,0
Songshan District,Premises (land + building),10.76,Quotient,For commercial use,Reinforced concrete construction,73.0,130.89000000000001,1,2,2,有,有,24360000.0,186110.47444418975,Not Applicable,0.0,0,2019,11,1946.0,2,1,0
Nangang District,Premises (land + building),36.74,Address,Resident,Reinforced concrete construction,83.0,148.0,3,2,2,有,有,25200000.0,170270.27027027027,Not Applicable,0.0,0,2019,11,1936.0,1,1,0
Xinyi District,Land,97.38,Other,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,3100000.0,31834.052166769357,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
Songshan District,Premises (land + building),50.38,Quotient,Resident,Reinforced concrete construction,66.5,148.17,5,4,2,有,無,19500000.0,131605.58817574408,Not Applicable,0.0,0,2019,12,1952.5,2,2,0
Nangang District,Premises (land + building),26.0,work,Resident,Reinforced concrete construction,64.0,80.12,3,1,1,有,無,11880000.0,148277.58362456315,Not Applicable,0.0,0,2019,11,1955.0,1,1,0
Xinyi District,Premises (land + building) + parking space,36.3,Address,See other registration items,See other registration items,107.0,451.26,0,0,0,無,無,248000000.0,549572.3086468998,Ramp plane,112.68,14400000,2019,09,1912.0,2,1,3
Songshan District,Premises (land + building),28.47,Address,Resident,Reinforced concrete construction,69.0,155.97000000000003,4,2,2,有,有,21731688.0,139332.48701673397,Not Applicable,0.0,0,2019,12,1950.0,1,1,0
Xinyi District,Premises (land + building),5.64,Quotient,See license,Reinforced concrete construction,79.0,58.49,2,2,1,有,有,11500000.0,196614.805949735,Not Applicable,0.0,0,2019,12,1940.0,2,2,0
Neihu District,Premises (land + building) + parking space,24.41,Address,Resident,Reinforced concrete construction,85.0,150.88,3,2,2,有,有,22150000.0,146805.40827147404,Ramp plane,44.83,0,2019,12,1934.0,1,2,1
Beitou,Premises (land + building),28.27,Quotient,Resident,Reinforced concrete construction,75.0,93.06,2,2,2,有,無,7300000.0,78444.01461422737,Not Applicable,0.0,0,2019,11,1944.0,1,1,0
Beitou,Land,523.83,Agriculture,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,18200000.0,34744.09636714201,Not Applicable,0.0,0,2019,10,2019.0,3,0,0
shihlin,Premises (land + building),22.46,Address,Resident,Reinforced concrete construction,85.0,39.81,1,1,1,有,無,3990000.0,100226.07385079125,Not Applicable,0.0,0,2019,12,1934.0,1,1,0
Beitou,Land,15.27,Quotient,See other registration items,Not Applicable,0.0,0.0,0,0,0,有,無,14000000.0,916830.38637852,Not Applicable,0.0,0,2019,12,2019.0,1,0,0
shihlin,Premises (land + building),31.14,Address,Resident,Reinforced concrete construction,72.0,115.84,3,2,1,有,無,16250000.0,140279.69613259667,Not Applicable,0.0,0,2019,11,1947.0,1,1,0
